field	ID	fagn_mir  lir	s24(mJy)
GDS  12466   0.20  11.04  0.055
GDS  12473   0.30  11.40  0.140
GDS  12474   0.20  10.53  0.020
GDS  12488   0.00  10.38  0.082
GDS  12497   0.50  10.50  0.020
GDS  12499   0.00  10.94  0.128
GDS  12502   0.00  10.09  0.204
GDS   1251   0.20  10.67  0.020
GDS  12511   0.40  10.55  0.020
GDS  12516   0.20  10.41  0.020
GDS  12526   0.10  10.99  0.151
GDS  12529   0.10  10.42  0.020
GDS  12532   0.00  10.07  0.020
GDS  12537   0.20  11.35  0.193
GDS  12551   0.10  10.98  0.045
GDS  12561   0.10   9.78  0.020
GDS  12588   0.20  10.19  0.020
GDS  12611   0.00  11.12  0.350
GDS  12623   0.40  11.71  0.017
GDS  12624   0.20  11.92  0.410
GDS  12632   0.20  10.54  0.013
GDS  12633   0.20  10.58  0.020
GDS  12634   0.10  11.00  0.183
GDS  12672   0.20  10.51  0.020
GDS  12700   0.40   9.33  0.020
GDS  12713   0.00  10.89  0.107
GDS  12721   0.10   9.86  0.020
GDS  12727   0.20  10.17  0.020
GDS  12742   0.10   9.91  0.020
GDS  12743   0.20  11.07  0.051
GDS  12757   0.20  11.21  0.107
GDS  12770   0.20  11.04  0.053
GDS  12775   0.00  10.27  0.017
GDS  12809   0.20  10.63  0.020
GDS  12814   0.10   9.73  0.020
GDS  12828   0.20  10.77  0.020
GDS  12829   0.00  10.05  0.014
GDS  12839   0.20  10.54  0.020
GDS  12849   0.20  10.59  0.019
GDS  12855   0.20  10.60  0.020
GDS  12860   0.10   9.85  0.020
GDS  12863   0.02   9.74  0.015
GDS  12864   0.10  10.29  0.020
GDS  12868   0.20  10.57  0.020
GDS   1287   0.10   9.87  0.020
GDS  12873   0.20  11.10  0.485
GDS  12878   0.20  10.75  0.020
GDS  12880   0.20  10.73  0.020
GDS  12886   0.00  10.31  0.020
GDS  12887   0.00  11.17  0.267
GDS  12910   0.20  11.02  0.047
GDS  12912   0.20  10.59  0.020
GDS  12961   0.60   9.07  0.020
GDS  12965   0.00   9.65  0.020
GDS  12997   0.10  10.14  0.020
GDS  12999   0.16  10.73  0.020
GDS    130   0.10  10.54  0.020
GDS  13067   0.10   9.77  0.020
GDS  13086   0.20  10.18  0.020
GDS  13097   0.10  10.99  0.111
GDS  13125   0.00   9.43  0.020
GDS  13132   0.20  10.57  0.020
GDS  13133   0.20  11.01  0.043
GDS  13156   0.20   9.76  0.020
GDS  13165   0.20  10.64  0.020
GDS  13207   0.10   9.86  0.020
GDS   1321   0.00  10.33  0.033
GDS  13218   0.20  11.18  0.074
GDS  13219   0.25   9.72  0.020
GDS  13220   0.10   9.61  0.020
GDS   1324   0.20  10.74  0.020
GDS  13242   0.30  10.76  0.020
GDS  13257   0.20  10.65  0.020
GDS  13263   0.20  11.15  0.058
GDS  13271   0.20  10.62  0.020
GDS  13292   0.30  10.28  0.020
GDS  13295   0.20  10.78  0.033
GDS  13303   0.40   7.92  0.020
GDS  13308   0.30  10.59  0.020
GDS  13312   0.00  10.15  0.020
GDS  13337   0.00  10.98  0.236
GDS   1334   0.10   9.90  0.020
GDS  13353   0.30  10.27  0.020
GDS  13374   0.10   9.34  0.020
GDS   1338   0.10  10.09  0.020
GDS   1339   0.40  10.60  0.020
GDS  13393   0.20  10.37  0.020
GDS  13400   0.10  10.11  0.020
GDS  13409   0.10  10.72  0.210
GDS  13412   0.20  10.55  0.020
GDS  13444   0.33  10.60  0.020
GDS  13472   0.20  10.59  0.020
GDS  13485   0.10   9.62  0.020
GDS  13521   0.10  10.50  0.095
GDS  13522   0.20  10.52  0.020
GDS  13526   0.40  11.02  0.841
GDS  13552   0.20  10.59  0.020
GDS  13572   0.00  10.45  0.020
GDS  13598   0.20   9.84  0.020
GDS  13607   0.10  10.03  0.020
GDS  13620   0.00  10.83  0.104
GDS  13624   0.10  10.47  0.020
GDS   1363   0.10  10.04  0.020
GDS  13654   0.20  10.59  0.020
GDS  13658   0.44   7.69  0.020
GDS  13674   0.20  10.54  0.020
GDS  13680   0.30  10.42  0.020
GDS  13689   0.10  10.45  0.020
GDS  13717   0.40  10.62  0.020
GDS  13781   0.00   9.80  0.020
GDS  13788   0.40  10.53  0.020
GDS   1379   0.06  10.27  0.025
GDS  13794   0.00  10.54  0.063
GDS    138   0.20  10.69  0.020
GDS  13806   0.30  11.21  0.548
GDS  13817   0.10  10.56  0.026
GDS  13822   0.10  10.69  0.143
GDS   1383   0.25   9.88  0.020
GDS  13837   0.06  10.39  0.018
GDS  13849   0.20  10.59  0.020
GDS  13859   0.10  10.41  0.020
GDS   1387   0.20  10.51  0.020
GDS  13871   0.16  10.76  0.020
GDS  13890   0.20  10.26  0.020
GDS  13903   0.00  10.19  0.020
GDS  13911   0.02  10.09  0.014
GDS   1392   0.20  10.65  0.020
GDS  13942   0.30  11.44  0.364
GDS  13945   0.20  10.92  0.020
GDS  13959   0.10  10.44  0.020
GDS  13984   0.20  10.79  0.293
GDS  13985   0.25   9.79  0.020
GDS  13995   0.30  10.16  0.020
GDS     14   0.25   9.93  0.020
GDS   1400   0.10  11.39  0.020
GDS  14020   0.20  10.58  0.020
GDS  14023   0.20  10.53  0.020
GDS   1404   0.10  10.50  0.038
GDS  14040   0.20  10.30  0.013
GDS  14065   0.30  10.46  0.020
GDS  14066   0.20  10.63  0.020
GDS  14078   0.10   9.17  0.020
GDS  14091   0.20  10.70  0.020
GDS  14094   0.00   9.75  0.020
GDS  14099   0.06  10.33  0.030
GDS   1412   0.20  10.74  0.020
GDS   1413   0.25   9.93  0.020
GDS  14134   0.32   7.58  0.020
GDS  14147   0.20  10.81  0.023
GDS  14156   0.20  10.65  0.020
GDS  14186   0.10   9.87  0.020
GDS  14190   0.00  10.76  0.163
GDS  14198   0.20  10.64  0.020
GDS  14246   0.10  11.01  0.103
GDS  14248   0.02   9.79  0.020
GDS  14251   0.20  11.04  0.113
GDS  14263   0.20  11.29  0.119
GDS  14266   0.00  10.52  0.169
GDS  14267   0.00  10.28  0.020
GDS    143   0.00  10.18  0.020
GDS  14306   0.00  10.83  0.066
GDS   1432   0.20  10.62  0.020
GDS  14341   0.10  10.51  0.020
GDS  14348   0.25   9.86  0.020
GDS   1435   0.25   9.86  0.020
GDS  14361   0.00  10.50  0.062
GDS   1437   0.30  10.65  0.020
GDS  14376   0.02   9.75  0.020
GDS   1438   0.40  10.84  0.020
GDS  14380   0.00  11.30  0.020
GDS  14384   0.10  10.54  0.020
GDS  14404   0.00   9.83  0.020
GDS  14408   0.50  11.61  0.745
GDS  14409   0.10  10.88  0.044
GDS  14410   0.00  10.30  0.020
GDS  14429   0.10   9.81  0.020
GDS  14431   0.10  10.54  0.020
GDS  14447   0.30  10.98  0.053
GDS  14458   0.30  11.63  0.123
GDS   1446   0.20  10.83  0.032
GDS  14464   0.40  10.73  0.020
GDS  14505   0.30  10.57  0.020
GDS  14520   0.00  11.06  0.185
GDS  14524   0.16  10.71  0.020
GDS  14530   0.20   9.59  0.062
GDS  14531   0.10  10.40  0.020
GDS  14533   0.20  10.61  0.020
GDS  14538   0.30   9.99  0.036
GDS  14551   0.00  10.94  0.197
GDS  14564   0.30   9.85  0.081
GDS  14581   0.20  10.13  0.020
GDS  14582   0.00  10.33  0.020
GDS  14584   0.00  10.15  0.024
GDS  14597   0.25   9.87  0.020
GDS  14601   0.00  10.44  0.020
GDS  14602   0.20  11.52  0.071
GDS  14606   0.10  10.50  0.020
GDS  14615   0.10  10.55  0.020
GDS  14629   0.00  10.21  0.066
GDS  14637   0.20  11.12  0.164
GDS  14638   0.20  11.13  0.063
GDS  14647   0.60  10.36  0.020
GDS  14658   0.20  10.67  0.020
GDS  14686   0.10  10.42  0.020
GDS  14692   0.00  10.13  0.020
GDS   1470   0.14   8.65  0.020
GDS  14701   0.33  10.60  0.020
GDS  14707   0.30  10.44  0.020
GDS  14712   0.20  10.07  0.020
GDS  14716   0.20  10.67  0.020
GDS  14717   0.20  10.58  0.020
GDS   1472   0.20  10.11  0.020
GDS   1475   0.50   9.77  0.020
GDS  14761   0.20  10.73  0.020
GDS  14782   0.10  10.74  0.021
GDS  14799   0.40  10.57  0.020
GDS  14808   1.00   8.04  0.014
GDS   1482   0.30  11.46  0.155
GDS   1483   0.20  10.62  0.020
GDS  14831   0.10  10.29  0.020
GDS  14840   0.00  10.55  0.059
GDS   1485   0.00  11.05  0.199
GDS  14854   0.40  10.81  0.020
GDS  14863   0.20  11.92  0.014
GDS  14864   0.10  11.33  0.657
GDS  14867   0.10  10.22  0.020
GDS  14875   0.20  11.52  0.182
GDS  14878   0.00  10.55  0.093
GDS  14897   0.20  10.52  0.020
GDS  14919   0.20  10.30  0.015
GDS  14946   0.33  10.56  0.003
GDS  14948   0.30   9.48  0.003
GDS  14949   0.30  11.72  0.020
GDS   1497   0.20  10.81  0.020
GDS  14992   0.30  10.06  0.125
GDS  14994   0.20  10.75  0.020
GDS   1500   0.20  10.61  0.020
GDS  15011   0.30  11.26  0.075
GDS  15012   0.30  11.62  0.091
GDS  15013   0.20  10.56  0.020
GDS  15016   0.28  10.47  0.020
GDS  15018   0.20  10.51  0.020
GDS  15028   0.00   9.90  0.020
GDS  15047   0.02  10.26  0.057
GDS  15058   0.20  10.55  0.020
GDS  15069   0.20  10.73  0.020
GDS  15098   0.20  11.49  0.146
GDS  15122   0.10  10.52  0.044
GDS  15133   0.20  10.66  0.020
GDS  15194   0.40  10.55  0.020
GDS  15195   0.10  10.74  0.085
GDS  15205   0.00   9.87  0.020
GDS  15209   0.20  10.53  0.019
GDS  15211   0.00  10.35  0.020
GDS  15216   0.10  10.29  0.020
GDS  15219   0.20  10.76  0.020
GDS  15222   0.00  11.02  0.088
GDS  15227   0.10  11.07  0.020
GDS  15237   0.20  11.55  0.020
GDS   1525   0.00  11.07  0.159
GDS  15261   0.30  12.26  0.612
GDS   1528   0.30  11.20  0.073
GDS  15290   0.16  10.67  0.020
GDS  15291   0.20  10.55  0.020
GDS  15336   0.10  11.29  0.221
GDS  15369   0.02   9.84  0.020
GDS  15376   0.20  10.64  0.020
GDS  15379   0.10  10.72  0.031
GDS  15396   0.10  11.50  0.020
GDS  15398   0.00  10.34  0.082
GDS  15417   0.20  10.61  0.020
GDS  15419   0.20  10.60  0.020
GDS   1542   0.20  10.65  0.020
GDS  15430   0.20  10.84  0.020
GDS  15455   0.20  10.44  0.020
GDS   1546   0.00   9.79  0.020
GDS  15475   0.30   9.47  0.020
GDS   1548   0.00   9.78  0.020
GDS  15497   0.20  10.77  0.029
GDS  15499   0.20  10.83  0.020
GDS    155   0.10  10.06  0.020
GDS  15518   0.10  10.94  0.035
GDS  15523   0.10  11.24  0.114
GDS  15526   0.30  11.78  0.020
GDS  15542   0.00   9.88  0.020
GDS  15558   0.20  10.50  0.020
GDS  15576   0.20  10.68  0.020
GDS  15579   0.20  10.60  0.020
GDS  15586   0.20  10.88  0.057
GDS  15604   0.20   9.95  0.138
GDS   1561   0.00   9.28  0.020
GDS  15614   0.30  11.36  0.064
GDS   1563   0.20  10.54  0.020
GDS  15656   0.10  11.54  0.106
GDS   1568   0.20  10.61  0.164
GDS  15696   0.20  10.73  0.020
GDS  15703   0.20  10.33  0.020
GDS  15704   0.00  10.21  0.020
GDS  15715   0.20  10.56  0.020
GDS  15719   0.05   9.71  0.020
GDS  15725   0.20  11.16  1.092
GDS  15746   0.30  10.24  0.020
GDS  15753   0.10  10.43  0.030
GDS  15761   0.20  10.11  0.020
GDS  15765   0.16  10.74  0.020
GDS  15776   0.00   9.66  0.020
GDS  15787   0.20  10.98  0.157
GDS  15788   0.30  10.75  0.020
GDS    158   0.20  10.46  0.020
GDS   1581   0.20  10.55  0.020
GDS  15810   0.10   9.80  0.020
GDS  15812   0.20  10.77  0.031
GDS  15823   0.20  10.84  0.020
GDS   1583   0.10   9.86  0.020
GDS  15832   0.00   9.93  0.020
GDS  15839   0.20  10.52  0.020
GDS   1585   0.60  10.49  0.196
GDS  15861   0.20  10.58  0.020
GDS  15865   0.10   9.72  0.020
GDS  15868   0.10   9.40  0.020
GDS   1588   0.60  10.84  1.065
GDS   1589   0.00   9.56  0.020
GDS  15892   0.20  10.64  0.020
GDS  15898   0.20  10.51  0.041
GDS  15901   0.30  10.61  0.057
GDS  15924   0.20  10.84  0.094
GDS  15938   0.10   9.25  0.020
GDS  15940   0.20  11.45  0.082
GDS  15943   0.20  11.47  0.020
GDS  15953   0.20  10.67  0.020
GDS  15955   0.70  11.38  0.130
GDS  15959   0.10  10.16  0.023
GDS  15968   0.30  10.75  0.020
GDS  15974   0.30  10.67  0.020
GDS  15988   0.10  10.09  0.020
GDS  15998   0.20  10.93  0.212
GDS    160   0.20  10.58  0.020
GDS  16009   0.30  11.14  0.913
GDS   1601   0.00  10.77  0.117
GDS  16010   0.00  10.49  0.099
GDS  16018   0.20  10.61  0.020
GDS   1602   0.10  10.35  0.121
GDS   1603   0.00  10.08  0.020
GDS  16038   0.20   9.73  0.020
GDS  16059   0.00   9.64  0.020
GDS  16061   0.00   9.88  0.020
GDS  16062   0.20  10.81  0.020
GDS  16073   0.10  10.36  0.020
GDS  16080   0.20  11.09  0.020
GDS  16099   0.20  10.72  0.020
GDS  16101   0.10  10.29  0.020
GDS  16107   0.10  10.64  0.020
GDS  16121   0.20  11.15  0.059
GDS  16122   0.10  10.51  0.020
GDS  16123   0.00  10.14  0.020
GDS  16139   0.20  11.68  0.166
GDS  16150   0.20  11.24  0.066
GDS  16151   0.90  11.16  0.096
GDS  16171   0.10  11.26  0.020
GDS  16227   0.20  10.22  0.020
GDS  16236   0.00  10.15  0.020
GDS  16251   0.66   7.81  0.020
GDS  16268   0.10  10.81  0.062
GDS  16269   0.20  11.83  0.179
GDS  16274   0.70  11.93  0.344
GDS  16275   0.20  10.09  0.020
GDS    163   0.10   9.85  0.020
GDS  16303   0.30  11.35  0.083
GDS  16320   0.30  10.34  0.020
GDS  16328   0.20  11.63  0.020
GDS  16345   0.20  10.59  0.020
GDS  16364   0.30   9.97  0.101
GDS  16370   0.30  10.53  0.020
GDS  16375   0.00  11.32  0.142
GDS  16377   0.30  10.93  0.046
GDS  16385   0.30  10.60  0.020
GDS  16396   0.20  10.94  0.032
GDS  16406   0.60  10.88  0.020
GDS  16420   0.20  10.20  0.020
GDS  16429   0.00  11.09  0.112
GDS  16433   0.00   9.09  0.020
GDS  16435   0.10  11.43  0.118
GDS  16440   0.20  11.56  0.246
GDS  16441   0.20  10.57  0.020
GDS  16447   0.06  10.34  0.016
GDS  16456   0.20  10.61  0.020
GDS   1646   0.20  10.70  0.020
GDS  16466   0.20  10.62  0.020
GDS  16471   0.10  10.52  0.020
GDS  16474   0.00  10.91  0.096
GDS  16475   0.02   9.70  0.020
GDS   1651   0.20  10.55  0.020
GDS  16514   0.20  10.75  0.080
GDS  16515   0.20  10.66  0.020
GDS   1652   0.20  10.79  0.020
GDS  16535   0.00   9.86  0.020
GDS  16548   0.06  10.41  0.020
GDS   1656   0.30   9.94  0.020
GDS  16562   0.20  10.59  0.020
GDS  16588   0.20  10.63  0.020
GDS  16593   0.20  11.36  0.197
GDS  16600   0.10  10.79  0.059
GDS  16601   0.20  10.50  0.020
GDS  16604   0.20  11.85  0.108
GDS   1661   0.30  10.59  0.020
GDS  16611   0.20  10.65  0.020
GDS  16616   0.10  11.08  0.163
GDS  16617   0.00  11.17  0.369
GDS   1662   0.02   9.91  0.021
GDS  16627   0.20  10.71  0.020
GDS   1664   0.20  11.38  0.098
GDS  16640   0.20  10.48  0.246
GDS  16651   0.30  10.65  0.021
GDS   1666   0.20  10.66  0.020
GDS  16664   0.10   9.77  0.020
GDS  16667   0.30   9.92  0.020
GDS  16676   0.20  10.61  0.020
GDS  16687   0.20  11.09  0.020
GDS  16697   0.10   9.99  0.020
GDS  16710   0.20  10.75  0.020
GDS  16714   0.00  10.13  0.020
GDS  16718   0.10   9.92  0.020
GDS  16719   0.10  10.27  0.034
GDS  16732   0.10  10.49  0.020
GDS  16754   0.20  10.91  0.069
GDS  16761   0.20  10.75  0.020
GDS  16767   0.10   9.93  0.020
GDS  16777   0.20  10.53  0.020
GDS  16797   0.20  10.63  0.020
GDS   1680   0.20  10.55  0.020
GDS  16813   0.20  10.42  0.038
GDS  16814   0.00   9.85  0.020
GDS  16832   0.20  10.76  0.031
GDS  16838   0.10  10.08  0.020
GDS  16854   0.00  10.26  0.030
GDS  16856   0.30  11.27  0.099
GDS  16863   0.20  10.55  0.020
GDS  16865   0.10  11.08  0.120
GDS  16876   0.10  10.63  0.020
GDS  16881   0.10  10.37  0.020
GDS  16897   0.30  10.63  0.020
GDS  16910   0.20  10.00  0.020
GDS  16915   0.20  10.58  0.020
GDS   1694   0.00   9.87  0.020
GDS  16972   0.20  12.12  0.326
GDS  16975   0.20  10.69  0.020
GDS   1698   0.20  10.59  0.020
GDS    170   0.20  10.27  0.020
GDS  17006   0.00  10.06  0.020
GDS   1701   0.10  11.27  0.076
GDS  17011   0.20  10.60  0.020
GDS   1702   0.10  10.32  0.020
GDS  17026   0.25  10.15  0.020
GDS  17027   0.20  11.07  0.020
GDS  17043   0.20  10.74  0.020
GDS  17057   0.30  11.67  0.020
GDS   1706   0.00   9.71  0.020
GDS  17062   0.10  10.11  0.020
GDS  17069   0.00  10.06  0.020
GDS  17071   0.10  10.72  0.048
GDS  17073   0.20  10.83  0.023
GDS   1708   0.40  10.93  0.098
GDS   1709   0.00  10.33  0.043
GDS  17098   0.30  10.16  0.020
GDS    171   0.00  11.00  0.329
GDS  17108   0.00   9.27  0.020
GDS  17118   0.20  10.82  0.020
GDS  17132   0.20  10.62  0.020
GDS  17140   0.10  10.92  0.266
GDS  17147   0.20  10.41  0.020
GDS   1715   0.33  10.55  0.020
GDS  17157   0.20  10.84  0.027
GDS  17158   0.20  11.19  0.082
GDS  17165   0.10  10.71  0.117
GDS  17171   0.00  10.18  0.042
GDS  17175   0.20  10.68  0.020
GDS  17180   0.10   9.91  0.020
GDS  17185   0.10  10.16  0.020
GDS  17213   0.10  10.40  0.019
GDS  17229   0.20  10.73  0.020
GDS  17233   0.10  10.24  0.027
GDS  17235   0.10  10.31  0.020
GDS  17237   0.30  10.46  0.020
GDS   1725   0.20  10.55  0.417
GDS  17251   0.20  10.43  0.020
GDS  17259   0.10  11.64  0.131
GDS  17262   0.20  10.54  0.020
GDS  17265   0.00  10.58  0.050
GDS  17297   0.30  10.62  0.033
GDS    173   0.30  10.35  0.058
GDS  17310   1.00  11.43  0.283
GDS  17316   0.10  11.07  0.104
GDS  17325   0.20  10.51  0.020
GDS  17332   0.20  11.13  0.381
GDS  17333   0.70  10.54  0.253
GDS  17334   0.10  10.31  0.020
GDS   1734   0.20  10.69  0.020
GDS  17352   0.20  10.76  0.020
GDS  17366   0.00  10.32  0.040
GDS   1737   0.20  10.42  0.020
GDS  17376   0.00  10.81  0.102
GDS  17377   0.20  10.38  0.013
GDS  17382   0.20  10.60  0.020
GDS  17386   0.10  11.54  0.097
GDS  17397   0.20  11.46  0.190
GDS   1740   0.30  10.63  0.020
GDS   1741   0.20  10.61  0.020
GDS  17415   0.20  10.61  0.020
GDS  17416   0.33  10.50  0.020
GDS   1742   0.00  10.98  0.206
GDS  17438   0.10   9.71  0.020
GDS  17450   0.00   9.70  0.020
GDS   1746   0.20  11.01  0.020
GDS  17460   0.20  10.71  0.020
GDS  17461   0.20   9.91  0.067
GDS  17472   0.00   9.86  0.020
GDS  17489   0.16  10.89  0.039
GDS  17491   0.30   8.91  0.021
GDS  17500   0.20  10.67  0.020
GDS  17509   0.00   9.92  0.020
GDS  17515   0.20  10.78  0.020
GDS  17516   0.20  10.67  0.020
GDS  17519   0.20  10.63  0.020
GDS   1754   0.00   9.88  0.020
GDS  17555   0.30  10.34  0.241
GDS  17557   0.20  10.76  0.020
GDS  17566   0.10  10.69  0.020
GDS  17567   0.00  10.08  0.080
GDS  17579   0.20  10.52  0.020
GDS   1759   0.20  10.51  0.020
GDS  17598   0.10  11.08  0.020
GDS  17604   0.00  10.13  0.020
GDS  17611   0.10   9.74  0.020
GDS  17630   0.40  11.51  0.154
GDS  17655   0.20  10.58  0.020
GDS  17660   0.20  10.66  0.020
GDS  17664   0.20  10.67  0.020
GDS  17668   0.20  10.68  0.020
GDS  17673   0.30  11.09  0.065
GDS  17695   0.00   9.73  0.050
GDS  17697   0.20  11.95  0.145
GDS  17705   0.20  10.65  0.026
GDS  17713   0.30  12.27  0.246
GDS  17719   0.20  10.61  0.020
GDS  17743   0.20  10.72  0.020
GDS  17744   0.10  11.92  0.171
GDS  17759   0.20   9.95  0.020
GDS  17765   0.20  10.93  0.211
GDS  17767   0.20   9.97  0.020
GDS  17778   0.00  10.04  0.020
GDS  17780   0.20  10.74  0.020
GDS  17788   0.00   9.91  0.020
GDS  17796   0.30  11.39  0.501
GDS  17797   1.00   9.35  0.020
GDS  17810   0.10  10.36  0.013
GDS  17813   0.20  10.57  0.016
GDS  17824   0.10  11.52  0.148
GDS   1784   0.10  10.16  0.020
GDS  17845   0.20  10.57  0.020
GDS  17849   0.00  10.50  0.056
GDS  17851   0.00  10.12  0.020
GDS  17854   0.20  10.77  0.020
GDS  17856   0.20  10.74  0.020
GDS  17857   0.20  10.59  0.020
GDS  17859   0.00  10.43  0.073
GDS  17866   0.20  10.70  0.020
GDS  17874   0.00  10.62  0.120
GDS  17877   0.10  10.32  0.027
GDS   1788   0.20  10.17  0.020
GDS  17918   0.10  10.13  0.020
GDS  17937   0.20  10.75  0.020
GDS   1794   0.20  10.63  0.020
GDS  17943   0.20  10.54  0.020
GDS  17944   0.20  10.78  0.251
GDS  17964   0.20  10.57  0.020
GDS  17965   0.00  10.07  0.020
GDS   1799   0.10  11.56  0.122
GDS  17992   0.20  10.66  0.020
GDS  17996   0.20  10.62  0.020
GDS  17999   0.16  10.74  0.020
GDS    180   0.20  10.67  0.020
GDS  18023   0.20  10.57  0.020
GDS  18029   0.20  11.11  0.049
GDS  18039   0.20  10.57  0.020
GDS   1804   0.20  10.55  0.020
GDS  18055   0.20  10.60  0.020
GDS  18068   0.20  11.56  0.045
GDS  18073   0.20  10.49  0.020
GDS  18097   0.20  10.82  0.020
GDS  18107   0.10   9.91  0.085
GDS   1811   0.20  10.59  0.020
GDS  18114   0.10   9.88  0.020
GDS  18115   0.25   9.14  0.080
GDS   1812   0.30  10.52  0.020
GDS  18123   0.10  10.63  0.051
GDS  18128   0.30   9.96  0.020
GDS  18134   0.20  10.77  0.020
GDS   1814   0.20  10.35  0.194
GDS  18141   0.00   8.69  0.045
GDS  18157   0.00   9.56  0.020
GDS  18158   0.20  10.71  0.020
GDS  18160   0.00  11.17  0.161
GDS  18164   0.40  10.39  0.020
GDS  18166   1.00  11.74  0.494
GDS  18170   0.00   9.53  0.020
GDS  18172   0.20  10.60  0.020
GDS  18177   0.20  11.10  0.067
GDS  18182   0.20  10.77  0.020
GDS   1819   0.00  10.76  0.106
GDS  18190   0.30  10.39  0.020
GDS  18199   0.33  10.48  0.020
GDS    182   0.20  10.61  0.020
GDS   1820   0.10  10.83  0.020
GDS  18200   0.00  10.71  0.212
GDS  18213   0.20  10.51  0.020
GDS  18229   0.33  10.45  0.020
GDS  18231   0.20  10.72  0.020
GDS  18233   0.10  10.05  0.018
GDS  18243   0.10  11.29  0.207
GDS  18261   0.10   9.85  0.020
GDS  18262   0.20  10.85  0.020
GDS  18266   0.20  10.15  0.020
GDS  18268   0.10  10.93  0.101
GDS  18291   0.20  10.67  0.020
GDS  18321   0.10  11.16  0.058
GDS  18334   0.20  11.05  0.036
GDS  18340   0.30  11.43  0.020
GDS  18343   0.00  10.08  0.020
GDS  18352   0.20  11.36  0.115
GDS  18353   0.20  10.50  0.020
GDS  18357   0.40  11.06  0.059
GDS  18366   0.30  10.68  0.020
GDS  18369   0.00  10.08  0.020
GDS  18371   0.00  10.51  0.032
GDS  18375   0.10  10.17  0.020
GDS  18380   0.30  10.76  0.063
GDS  18385   0.10   9.88  0.020
GDS  18393   0.20  11.10  0.060
GDS  18394   1.00   8.88  0.022
GDS  18402   0.20  11.25  0.116
GDS  18405   0.20  10.18  0.020
GDS  18406   0.20  10.89  0.038
GDS   1841   0.20  11.08  0.059
GDS  18413   0.30  10.15  0.020
GDS  18420   0.00  10.34  0.020
GDS  18425   0.10  11.87  0.450
GDS  18443   0.30  10.21  0.020
GDS  18456   0.20  10.49  0.020
GDS  18457   0.20  10.65  0.020
GDS  18458   0.20  10.64  0.020
GDS  18459   0.20  10.59  0.020
GDS   1846   0.00  10.05  0.020
GDS  18464   0.10   9.90  0.020
GDS  18469   0.20  10.74  0.020
GDS   1847   0.20  11.32  0.072
GDS   1848   0.10  11.23  0.204
GDS  18484   0.20  10.56  0.020
GDS  18485   0.20  10.76  0.020
GDS  18509   0.50  11.44  0.052
GDS  18511   0.20  10.75  0.020
GDS  18519   0.20  10.68  0.020
GDS  18522   0.30   9.54  0.020
GDS  18528   0.20  10.62  0.020
GDS  18539   0.10   9.99  0.020
GDS  18540   0.20  10.14  0.020
GDS  18562   0.10  11.07  0.067
GDS  18567   0.00   9.80  0.020
GDS  18585   0.20  10.47  0.048
GDS  18593   0.00  10.86  0.049
GDS  18595   0.30  11.75  0.056
GDS  18609   0.30  11.22  0.079
GDS  18619   0.10  10.14  0.020
GDS   1862   0.00  10.59  0.067
GDS  18622   0.00   9.68  0.020
GDS  18626   0.00  10.72  0.090
GDS  18635   0.00  10.65  0.021
GDS  18638   0.20  11.45  0.155
GDS   1864   0.10  10.68  0.078
GDS  18648   0.20  10.61  0.020
GDS  18649   0.02  10.37  0.061
GDS  18661   0.06  10.46  0.040
GDS   1867   0.20  10.69  0.020
GDS  18678   0.10  10.04  0.020
GDS  18683   0.20  11.46  0.020
GDS  18686   0.00  11.01  0.180
GDS  18691   0.20  10.67  0.020
GDS   1872   0.00  10.20  0.020
GDS  18726   0.20  10.22  0.020
GDS  18727   0.00   9.88  0.020
GDS  18732   0.00  10.08  0.020
GDS  18737   0.20  10.46  0.020
GDS  18742   0.20  10.51  0.020
GDS   1875   0.60  10.58  0.020
GDS  18750   0.00  10.68  0.083
GDS  18765   0.20  11.18  0.069
GDS  18769   0.10   9.46  0.020
GDS   1878   0.30  10.41  0.020
GDS  18788   0.20  10.08  0.020
GDS  18794   0.20  11.28  0.120
GDS  18801   0.10  11.66  0.078
GDS  18821   0.10  11.47  0.357
GDS  18824   0.02   9.85  0.020
GDS   1884   0.20  10.84  0.021
GDS  18841   0.20  10.71  0.020
GDS  18845   0.00  10.20  0.020
GDS  18849   0.20  10.13  0.020
GDS  18851   0.00  10.18  0.020
GDS  18861   0.02   9.72  0.020
GDS  18862   0.20  10.11  0.020
GDS  18870   0.10  10.34  0.020
GDS   1888   0.20  10.56  0.020
GDS  18884   0.00  10.45  0.050
GDS  18904   0.00  10.07  0.020
GDS  18917   0.20  11.21  0.020
GDS  18920   0.10  10.78  0.096
GDS  18928   0.10  11.35  0.050
GDS  18936   0.40  10.54  0.020
GDS  18946   0.30  10.19  0.020
GDS  18959   0.00  11.23  0.134
GDS  18979   0.00   9.90  0.100
GDS  18991   0.20  10.61  0.020
GDS  18992   0.20  10.60  0.020
GDS  18993   0.20  10.79  0.020
GDS     19   0.20  10.73  0.020
GDS    190   0.00  10.18  0.020
GDS  19011   0.30   9.93  0.026
GDS   1902   0.20  10.60  0.040
GDS  19023   0.00   9.85  0.020
GDS  19026   0.00  10.76  0.049
GDS  19027   0.20  10.79  0.020
GDS  19029   0.10  10.08  0.020
GDS  19044   0.40   9.68  0.020
GDS  19051   0.20  10.67  0.026
GDS  19055   0.30   9.66  0.020
GDS  19071   0.10   9.83  0.020
GDS  19085   0.20  10.56  0.020
