\begin{table}
\begin{tabular}{ccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & distance & unitless_dist \\
GDS & 2007 & 9.99 & 1.582 & 4.62 & 0.3 & 10.91 & 0.044 & 0.0489 & 43.1820538248 & 44.4709711474 & 1.12418366114 & 43.2677162466 & 44.8346453083 & -0.964315515524 & 1776.69919608 & 3.24961390583 \\
COS & 35241 & 8.33224 & 1.582 & 5.94 & 0.9 & 10.81 & 0.061 & 0.5031 & 44.094399283 & 44.0890139624 & 0.742226476212 & 43.5770013569 & 45.2212516962 & -0.577709127611 & 1776.69919608 & 3.24961390583 \\
COS & 14706 & 10.3713 & 1.582 & 4.62 & 0.3 & 11.58 & 0.212 & 0.0489 & 43.8520538248 & 45.1409711474 & 1.79418366114 & 43.4948462466 & 45.1185578083 & -0.680403015524 & 1776.69919608 & 3.24961390583 \\
UDS & 20908 & 9.82736927305 & 1.583 & 5.2800002 & 0.2 & 11.26 & 0.068 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 & 1776.71330321 & 3.24961735415 \\
UDS & 26364 & 10.0569048513 & 1.583 & 5.9400001 & 0.9 & 11.2 & 0.143 & 0.5031 & 44.484399283 & 44.4790139624 & 1.13222647621 & 43.7092113569 & 45.3865141962 & -0.412446627611 & 1776.71330321 & 3.24961735415 \\
EGS & 15453 & 9.87775 & 1.584 & 3.96 & 0.2 & 10.8 & 0.026 & 0.0194 & 42.6705466956 & 44.3742368546 & 1.02744936838 & 43.0943153298 & 44.6178941623 & -1.18106666152 & 1776.72704347 & 3.24962071277 \\
UDS & 2568 & 10.260071388 & 1.584 & 5.2800002 & 0.4 & 11.89 & 0.283 & 0.0916 & 44.4346404394 & 45.4310220912 & 2.08423460501 & 43.6923431089 & 45.3654288862 & -0.433531937611 & 1776.72704347 & 3.24962071277 \\
EGS & 5816 & 10.3529 & 1.585 & 4.62 & 0.2 & 11.48 & 0.119 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 & 1776.74041753 & 3.24962398185 \\
UDS & 21552 & 10.1139433523 & 1.585 & 6.5999999 & 0.8 & 11.36 & 0.174 & 0.3944 & 44.538681872 & 44.7249308322 & 1.37814334596 & 43.7276131546 & 45.4095164432 & -0.389444380546 & 1776.74041753 & 3.24962398185 \\
EGS & 24737 & 9.59306 & 1.585 & 6.6 & 0.4 & 11.58 & 0.138 & 0.0916 & 44.1246404394 & 45.1210220912 & 1.77423460501 & 43.5872531089 & 45.2340663862 & -0.564894437611 & 1776.74041753 & 3.24962398185 \\
UDS & 21772 & 10.652246341 & 1.585 & 5.2800002 & 0.2 & 11.3 & 0.048 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 & 1776.74041753 & 3.24962398185 \\
EGS & 24602 & 10.8381 & 1.585 & 5.28 & 0.4 & 11.55 & 0.375 & 0.0916 & 44.0946404394 & 45.0910220912 & 1.74423460501 & 43.5770831089 & 45.2213538862 & -0.577606937611 & 1776.74041753 & 3.24962398185 \\
EGS & 19350 & 10.6594 & 1.585 & 5.94 & 0.1 & 10.77 & 0.039 & 0.0031 & 41.8441066595 & 44.3513965617 & 1.00460907546 & 42.8141521576 & 44.267690197 & -1.53127062682 & 1776.74041753 & 3.24962398185 \\
EGS & 7337 & 10.3908 & 1.586 & 4.62 & 0.1 & 10.82 & 0.04 & 0.0031 & 41.8941066595 & 44.4013965617 & 1.05460907546 & 42.8311021576 & 44.288877697 & -1.51008312682 & 1776.7534261 & 3.24962716156 \\
EGS & 11790 & 9.96126 & 1.586 & 5.94 & 0.2 & 11.08 & 0.057 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 & 1776.7534261 & 3.24962716156 \\
COS & 32698 & 8.18007 & 1.587 & 0.0 & 0.9 & 11.46 & 0.183 & 0.5031 & 44.744399283 & 44.7390139624 & 1.39222647621 & 43.7973513569 & 45.4966891962 & -0.302271627611 & 1776.76606986 & 3.24963025208 \\
UDS & 23116 & 10.3926969533 & 1.587 & 5.2800002 & 0.3 & 11.23 & 0.091 & 0.0489 & 43.5020538248 & 44.7909711474 & 1.44418366114 & 43.3761962466 & 44.9702453083 & -0.828715515524 & 1776.76606986 & 3.24963025208 \\
EGS & 18073 & 10.5281 & 1.587 & 4.62 & 0.2 & 11.43 & 0.1 & 0.0194 & 43.3005466956 & 45.0042368546 & 1.65744936838 & 43.3078853298 & 44.8848566623 & -0.914104161519 & 1776.76606986 & 3.24963025208 \\
EGS & 17972 & 10.0319 & 1.588 & 5.28 & 0.2 & 11.82 & 0.029 & 0.0194 & 43.6905466956 & 45.3942368546 & 2.04744936838 & 43.4400953298 & 45.0501191623 & -0.748841661519 & 1776.77834949 & 3.24963325358 \\
EGS & 9040 & 10.0508 & 1.589 & 5.94 & 0.2 & 10.96 & 0.044 & 0.0194 & 42.8305466956 & 44.5342368546 & 1.18744936838 & 43.1485553298 & 44.6856941623 & -1.11326666152 & 1776.79026569 & 3.24963616623 \\
UDS & 6422 & 9.8767949762 & 1.589 & 4.6199999 & 0.16 & 11.33 & 0.072 & 0.011296 & 42.9656696494 & 44.9078112569 & 1.56102377065 & 43.1943620111 & 44.7429525139 & -1.05600830986 & 1776.79026569 & 3.24963616623 \\
UDS & 26104 & 8.61804809671 & 1.59 & 8.5799999 & 0.2 & 11.14 & 0.053 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 & 1776.80181915 & 3.24963899019 \\
COS & 8084 & 10.4353 & 1.59 & 5.94 & 0.2 & 11.41 & 0.127 & 0.0194 & 43.2805466956 & 44.9842368546 & 1.63744936838 & 43.3011053298 & 44.8763816623 & -0.922579161519 & 1776.80181915 & 3.24963899019 \\
COS & 23395 & 10.3808 & 1.59 & 5.28 & 0.1 & 11.66 & 0.524 & 0.0031 & 42.7341066595 & 45.2413965617 & 1.89460907546 & 43.1158621576 & 44.644827697 & -1.15413312682 & 1776.80181915 & 3.24963899019 \\
COS & 14406 & 10.1069 & 1.59 & 6.6 & 0.3 & 11.0 & 0.051 & 0.0489 & 43.2720538248 & 44.5609711474 & 1.21418366114 & 43.2982262466 & 44.8727828083 & -0.926178015524 & 1776.80181915 & 3.24963899019 \\
COS & 24345 & 10.2952 & 1.59 & 5.28 & 0.2 & 11.64 & 0.154 & 0.0194 & 43.5105466956 & 45.2142368546 & 1.86744936838 & 43.3790753298 & 44.9738441623 & -0.825116661519 & 1776.80181915 & 3.24963899019 \\
UDS & 5698 & 9.98989456372 & 1.59 & 5.9400001 & 0.6 & 11.21 & 0.072 & 0.2166 & 44.128403418 & 44.6867285329 & 1.33994104668 & 43.5885287587 & 45.2356609484 & -0.56329987542 & 1776.80181915 & 3.24963899019 \\
COS & 8171 & 10.752 & 1.59 & 5.94 & 0.1 & 11.03 & 0.061 & 0.0031 & 42.1041066595 & 44.6113965617 & 1.26460907546 & 42.9022921576 & 44.377865197 & -1.42109562682 & 1776.80181915 & 3.24963899019 \\
UDS & 22628 & 10.525044807 & 1.591 & 4.6199999 & 0.1 & 11.03 & 0.061 & 0.0031 & 42.1041066595 & 44.6113965617 & 1.26460907546 & 42.9022921576 & 44.377865197 & -1.42109562682 & 1776.81301053 & 3.24964172563 \\
EGS & 9686 & 9.90175 & 1.592 & 5.94 & 0.2 & 11.47 & 0.104 & 0.0194 & 43.3405466956 & 45.0442368546 & 1.69744936838 & 43.3214453298 & 44.9018066623 & -0.897154161519 & 1776.82384053 & 3.24964437273 \\
GDS & 18393 & 9.97 & 1.593 & 5.94 & 0.2 & 11.1 & 0.06 & 0.0194 & 42.9705466956 & 44.6742368546 & 1.32744936838 & 43.1960153298 & 44.7450191623 & -1.05394166152 & 1776.83430984 & 3.24964693164 \\
UDS & 3547 & 9.77959649126 & 1.593 & 4.6199999 & 0.16 & 11.33 & 0.079 & 0.011296 & 42.9656696494 & 44.9078112569 & 1.56102377065 & 43.1943620111 & 44.7429525139 & -1.05600830986 & 1776.83430984 & 3.24964693164 \\
EGS & 1494 & 10.0318 & 1.593 & 5.28 & 0.2 & 11.38 & 0.09 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 & 1776.83430984 & 3.24964693164 \\
EGS & 25399 & 9.70726 & 1.593 & 6.6 & 0.2 & 11.08 & 0.046 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 & 1776.83430984 & 3.24964693164 \\
EGS & 29059 & 9.99625 & 1.595 & 4.62 & 0.3 & 10.9 & 0.043 & 0.0489 & 43.1720538248 & 44.4609711474 & 1.11418366114 & 43.2643262466 & 44.8304078083 & -0.968553015524 & 1776.85416905 & 3.24965178561 \\
COS & 10189 & 10.0876 & 1.595 & 10.56 & 0.2 & 11.38 & 0.093 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 & 1776.85416905 & 3.24965178561 \\
COS & 1602 & 10.6284 & 1.596 & 5.28 & 0.2 & 11.93 & 0.225 & 0.0194 & 43.8005466956 & 45.5042368546 & 2.15744936838 & 43.4773853298 & 45.0967316623 & -0.702229161519 & 1776.86356032 & 3.249654081 \\
EGS & 19070 & 10.5942 & 1.596 & 5.94 & 0.3 & 11.63 & 0.252 & 0.0489 & 43.9020538248 & 45.1909711474 & 1.84418366114 & 43.5117962466 & 45.1397453083 & -0.659215515524 & 1776.86356032 & 3.249654081 \\
EGS & 4599 & 10.1232 & 1.596 & 5.28 & 0.16 & 11.79 & 0.23 & 0.011296 & 43.4256696494 & 45.3678112569 & 2.02102377065 & 43.3503020111 & 44.9378775139 & -0.861083309856 & 1776.86356032 & 3.249654081 \\
GDS & 21737 & 10.15 & 1.596 & 4.62 & 0.2 & 11.78 & 0.145 & 0.0194 & 43.6505466956 & 45.3542368546 & 2.00744936838 & 43.4265353298 & 45.0331691623 & -0.765791661519 & 1776.86356032 & 3.249654081 \\
GDS & 1847 & 9.89 & 1.597 & 5.28 & 0.2 & 11.32 & 0.072 & 0.0194 & 43.1905466956 & 44.8942368546 & 1.54744936838 & 43.2705953298 & 44.8382441623 & -0.960716661519 & 1776.8725936 & 3.24965628888 \\
COS & 10624 & 11.4376 & 1.598 & 6.6 & 0.4 & 11.34 & 0.554 & 0.0916 & 43.8846404394 & 44.8810220912 & 1.53423460501 & 43.5058931089 & 45.1323663862 & -0.666594437611 & 1776.88126957 & 3.24965840941 \\
UDS & 19149 & 10.45484486 & 1.598 & 4.6199999 & 0.4 & 11.57 & 0.19 & 0.0916 & 44.1146404394 & 45.1110220912 & 1.76423460501 & 43.5838631089 & 45.2298288862 & -0.569131937611 & 1776.88126957 & 3.24965840941 \\
COS & 5681 & 10.1633 & 1.5981 & 5.28 & 0.8 & 11.41 & 0.351 & 0.3944 & 44.588681872 & 44.7749308322 & 1.42814334596 & 43.7445631546 & 45.4307039432 & -0.368256880546 & 1776.88211754 & 3.24965861666 \\
COS & 26680 & 10.7719 & 1.599 & 6.6 & 0.2 & 11.45 & 0.142 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 & 1776.8895889 & 3.24966044276 \\
EGS & 21503 & 9.88496 & 1.599 & 5.94 & 0.2 & 10.98 & 0.039 & 0.0194 & 42.8505466956 & 44.5542368546 & 1.20744936838 & 43.1553353298 & 44.6941691623 & -1.10479166152 & 1776.8895889 & 3.24966044276 \\
COS & 28121 & 10.9183 & 1.6 & 5.94 & 0.3 & 11.68 & 0.452 & 0.0489 & 43.9520538248 & 45.2409711474 & 1.89418366114 & 43.5287462466 & 45.1609328083 & -0.638028015524 & 1776.89755226 & 3.24966238911 \\
COS & 28755 & 9.00418 & 1.6 & 5.28 & 0.2 & 11.05 & 0.052 & 0.0194 & 42.9205466956 & 44.6242368546 & 1.27744936838 & 43.1790653298 & 44.7238316623 & -1.07512916152 & 1776.89755226 & 3.24966238911 \\
COS & 2776 & 9.91148 & 1.6 & 5.28 & 0.6 & 11.6 & 0.098 & 0.2166 & 44.518403418 & 45.0767285329 & 1.72994104668 & 43.7207387587 & 45.4009234484 & -0.39803737542 & 1776.89755226 & 3.24966238911 \\
COS & 15304 & 10.2467 & 1.6 & 5.28 & 0.2 & 11.65 & 0.151 & 0.0194 & 43.5205466956 & 45.2242368546 & 1.87744936838 & 43.3824653298 & 44.9780816623 & -0.820879161519 & 1776.89755226 & 3.24966238911 \\
COS & 26769 & 10.0492 & 1.6 & 6.6 & 0.6 & 11.19 & 0.088 & 0.2166 & 44.108403418 & 44.6667285329 & 1.31994104668 & 43.5817487587 & 45.2271859484 & -0.57177487542 & 1776.89755226 & 3.24966238911 \\
EGS & 28222 & 10.0745 & 1.6 & 5.94 & 0.2 & 11.58 & 0.045 & 0.0194 & 43.4505466956 & 45.1542368546 & 1.80744936838 & 43.3587353298 & 44.9484191623 & -0.850541661519 & 1776.89755226 & 3.24966238911 \\
GDS & 24930 & 10.73 & 1.601 & 10.56 & 0.3 & 11.34 & 0.116 & 0.0489 & 43.6120538248 & 44.9009711474 & 1.55418366114 & 43.4134862466 & 45.0168578083 & -0.782103015524 & 1776.90516033 & 3.2496642486 \\
EGS & 179 & 10.6631 & 1.601 & 5.94 & 0.3 & 11.34 & 0.116 & 0.0489 & 43.6120538248 & 44.9009711474 & 1.55418366114 & 43.4134862466 & 45.0168578083 & -0.782103015524 & 1776.90516033 & 3.2496642486 \\
UDS & 6197 & 10.2304489214 & 1.601 & 5.2800002 & 0.6 & 12.06 & 0.483 & 0.2166 & 44.978403418 & 45.5367285329 & 2.18994104668 & 43.8766787587 & 45.5958484484 & -0.20311237542 & 1776.90516033 & 3.2496642486 \\
GDS & 26464 & 9.84 & 1.6012 & 5.94 & 0.2 & 10.7 & 0.026 & 0.0194 & 42.5705466956 & 44.2742368546 & 0.927449368377 & 43.0604153298 & 44.5755191623 & -1.22344166152 & 1776.90663937 & 3.24966461009 \\
GDS & 22734 & 10.39 & 1.6019 & 5.28 & 0.2 & 11.37 & 0.108 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 & 1776.91170436 & 3.24966584803 \\
UDS & 20310 & 10.1335389084 & 1.602 & 5.2800002 & 0.2 & 11.31 & 0.079 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 & 1776.91241377 & 3.24966602142 \\
EGS & 21731 & 9.80527 & 1.602 & 5.28 & 0.2 & 11.03 & 0.037 & 0.0194 & 42.9005466956 & 44.6042368546 & 1.25744936838 & 43.1722853298 & 44.7153566623 & -1.08360416152 & 1776.91241377 & 3.24966602142 \\
EGS & 18969 & 10.3938 & 1.603 & 5.28 & 0.2 & 11.44 & 0.179 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 & 1776.91931325 & 3.24966770771 \\
UDS & 25006 & 9.1105897103 & 1.603 & 3.96 & 0.2 & 11.02 & 0.04 & 0.0194 & 42.8905466956 & 44.5942368546 & 1.24744936838 & 43.1688953298 & 44.7111191623 & -1.08784166152 & 1776.91931325 & 3.24966770771 \\
UDS & 26696 & 10.0413926852 & 1.603 & 5.9400001 & 0.3 & 11.3 & 0.054 & 0.0489 & 43.5720538248 & 44.8609711474 & 1.51418366114 & 43.3999262466 & 44.9999078083 & -0.799053015524 & 1776.91931325 & 3.24966770771 \\
UDS & 5779 & 10.69019608 & 1.603 & 4.6199999 & 0.4 & 11.4 & 0.132 & 0.0916 & 43.9446404394 & 44.9410220912 & 1.59423460501 & 43.5262331089 & 45.1577913862 & -0.641169437611 & 1776.91931325 & 3.24966770771 \\
GDS & 16396 & 9.75 & 1.604 & 4.62 & 0.2 & 10.94 & 0.032 & 0.0194 & 42.8105466956 & 44.5142368546 & 1.16744936838 & 43.1417753298 & 44.6772191623 & -1.12174166152 & 1776.92585945 & 3.24966930766 \\
EGS & 8018 & 10.1063 & 1.604 & 5.28 & 0.2 & 11.32 & 0.078 & 0.0194 & 43.1905466956 & 44.8942368546 & 1.54744936838 & 43.2705953298 & 44.8382441623 & -0.960716661519 & 1776.92585945 & 3.24966930766 \\
COS & 12725 & 10.448 & 1.605 & 4.62 & 0.4 & 11.28 & 0.15 & 0.0916 & 43.8246404394 & 44.8210220912 & 1.47423460501 & 43.4855531089 & 45.1069413862 & -0.692019437611 & 1776.93205302 & 3.24967082141 \\
COS & 24535 & 10.3477 & 1.606 & 5.94 & 0.3 & 11.58 & 0.28 & 0.0489 & 43.8520538248 & 45.1409711474 & 1.79418366114 & 43.4948462466 & 45.1185578083 & -0.680403015524 & 1776.93789463 & 3.24967224914 \\
UDS & 26373 & 11.0718820073 & 1.606 & 5.2800002 & 0.3 & 11.31 & 0.262 & 0.0489 & 43.5820538248 & 44.8709711474 & 1.52418366114 & 43.4033162466 & 45.0041453083 & -0.794815515524 & 1776.93789463 & 3.24967224914 \\
GDS & 19616 & 10.59 & 1.6069 & 5.28 & 0.2 & 11.28 & 0.083 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 & 1776.9428517 & 3.24967346068 \\
UDS & 19767 & 10.611723308 & 1.607 & 4.6199999 & 0.4 & 11.55 & 0.099 & 0.0916 & 44.0946404394 & 45.0910220912 & 1.74423460501 & 43.5770831089 & 45.2213538862 & -0.577606937611 & 1776.94338495 & 3.249673591 \\
UDS & 21991 & 10.123851641 & 1.607 & 5.2800002 & 0.2 & 11.61 & 0.164 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 & 1776.94338495 & 3.249673591 \\
UDS & 11933 & 9.48572142648 & 1.607 & 4.6199999 & 0.16 & 11.05 & 0.044 & 0.011296 & 42.6856696494 & 44.6278112569 & 1.28102377065 & 43.0994420111 & 44.6243025139 & -1.17465830986 & 1776.94338495 & 3.249673591 \\
UDS & 13283 & 10.3521825181 & 1.607 & 4.6199999 & 0.4 & 11.83 & 0.313 & 0.0916 & 44.3746404394 & 45.3710220912 & 2.02423460501 & 43.6720031089 & 45.3400038862 & -0.458956937611 & 1776.94338495 & 3.249673591 \\
UDS & 18642 & 10.3096301674 & 1.607 & 5.2800002 & 0.2 & 11.29 & 0.081 & 0.0194 & 43.1605466956 & 44.8642368546 & 1.51744936838 & 43.2604253298 & 44.8255316623 & -0.973429161519 & 1776.94338495 & 3.249673591 \\
GDS & 23095 & 10.32 & 1.6073 & 5.28 & 0.2 & 11.31 & 0.083 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 & 1776.94496364 & 3.24967397684 \\
GDS & 23888 & 10.32 & 1.6077 & 5.28 & 0.3 & 11.3 & 0.082 & 0.0489 & 43.5720538248 & 44.8609711474 & 1.51418366114 & 43.3999262466 & 44.9999078083 & -0.799053015524 & 1776.9470195 & 3.24967447931 \\
UDS & 23653 & 9.01283722471 & 1.608 & 8.5799999 & 0.2 & 11.13 & 0.054 & 0.0194 & 43.0005466956 & 44.7042368546 & 1.35744936838 & 43.2061853298 & 44.7577316623 & -1.04122916152 & 1776.94852463 & 3.24967484717 \\
UDS & 19353 & 9.71516735785 & 1.608 & 7.2600002 & 0.2 & 11.18 & 0.073 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 & 1776.94852463 & 3.24967484717 \\
UDS & 7022 & 9.95568775031 & 1.608 & 6.5999999 & 0.16 & 11.43 & 0.103 & 0.011296 & 43.0656696494 & 45.0078112569 & 1.66102377065 & 43.2282620111 & 44.7853275139 & -1.01363330986 & 1776.94852463 & 3.24967484717 \\
EGS & 15842 & 9.92507 & 1.609 & 4.62 & 0.3 & 11.47 & 0.07 & 0.0489 & 43.7420538248 & 45.0309711474 & 1.68418366114 & 43.4575562466 & 45.0719453083 & -0.727015515524 & 1776.95331435 & 3.2496760178 \\
GDS & 17810 & 9.53 & 1.609 & 4.62 & 0.1 & 10.36 & 0.013 & 0.0031 & 41.4341066595 & 43.9413965617 & 0.594609075465 & 42.6751621576 & 44.093952697 & -1.70500812682 & 1776.95331435 & 3.2496760178 \\
GDS & 22123 & 10.73 & 1.6094 & 3.96 & 0.1 & 11.09 & 0.073 & 0.0031 & 42.1641066595 & 44.6713965617 & 1.32460907546 & 42.9226321576 & 44.403290197 & -1.39567062682 & 1776.95513239 & 3.24967646213 \\
COS & 14862 & 9.00666 & 1.61 & 5.28 & 0.9 & 10.59 & 0.035 & 0.5031 & 43.874399283 & 43.8690139624 & 0.522226476212 & 43.5024213569 & 45.1280266962 & -0.670934127611 & 1776.95775475 & 3.24967710305 \\
GDS & 16604 & 10.08 & 1.61 & 3.96 & 0.2 & 11.85 & 0.108 & 0.0194 & 43.7205466956 & 45.4242368546 & 2.07744936838 & 43.4502653298 & 45.0628316623 & -0.736129161519 & 1776.95775475 & 3.24967710305 \\
COS & 3548 & 10.9393 & 1.61 & 4.62 & 0.5 & 11.84 & 0.085 & 0.1475 & 44.591536986 & 45.3534393534 & 2.00665186713 & 43.7455310383 & 45.4319137978 & -0.367047025969 & 1776.95775475 & 3.24967710305 \\
COS & 25138 & 10.5265 & 1.611 & 5.28 & 0.3 & 11.03 & 0.117 & 0.0489 & 43.3020538248 & 44.5909711474 & 1.24418366114 & 43.3083962466 & 44.8854953083 & -0.913465515524 & 1776.96184651 & 3.24967810308 \\
UDS & 5294 & 9.99033885479 & 1.611 & 4.6199999 & 0.2 & 11.41 & 0.099 & 0.0194 & 43.2805466956 & 44.9842368546 & 1.63744936838 & 43.3011053298 & 44.8763816623 & -0.922579161519 & 1776.96184651 & 3.24967810308 \\
EGS & 12531 & 10.0094 & 1.611 & 5.94 & 0.2 & 11.24 & 0.037 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 & 1776.96184651 & 3.24967810308 \\
GDS & 18609 & 10.19 & 1.6113 & 4.62 & 0.3 & 11.22 & 0.079 & 0.0489 & 43.4920538248 & 44.7809711474 & 1.43418366114 & 43.3728062466 & 44.9660078083 & -0.832953015524 & 1776.96300615 & 3.2496783865 \\
GDS & 19504 & 10.25 & 1.6119 & 5.28 & 0.2 & 11.07 & 0.061 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 & 1776.96523153 & 3.24967893039 \\
GDS & 22613 & 9.85 & 1.612 & 3.96 & 0.2 & 10.91 & 0.041 & 0.0194 & 42.7805466956 & 44.4842368546 & 1.13744936838 & 43.1316053298 & 44.6645066623 & -1.13445416152 & 1776.96559027 & 3.24967901807 \\
GDS & 2020 & 9.93 & 1.612 & 5.28 & 0.3 & 11.04 & 0.051 & 0.0489 & 43.3120538248 & 44.6009711474 & 1.25418366114 & 43.3117862466 & 44.8897328083 & -0.909228015524 & 1776.96559027 & 3.24967901807 \\
EGS & 29000 & 9.5961 & 1.612 & 3.96 & 0.2 & 10.79 & 0.03 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 & 1776.96559027 & 3.24967901807 \\
EGS & 22119 & 10.2135 & 1.612 & 5.94 & 0.2 & 11.11 & 0.063 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 & 1776.96559027 & 3.24967901807 \\
EGS & 26390 & 10.309 & 1.613 & 5.28 & 0.2 & 11.21 & 0.086 & 0.0194 & 43.0805466956 & 44.7842368546 & 1.43744936838 & 43.2333053298 & 44.7916316623 & -1.00732916152 & 1776.96898669 & 3.24967984816 \\
GDS & 23449 & 10.16 & 1.613 & 5.94 & 0.2 & 11.0 & 0.051 & 0.0194 & 42.8705466956 & 44.5742368546 & 1.22744936838 & 43.1621153298 & 44.7026441623 & -1.09631666152 & 1776.96898669 & 3.24967984816 \\
GDS & 19324 & 9.63 & 1.6134 & 5.28 & 0.2 & 10.84 & 0.031 & 0.0194 & 42.7105466956 & 44.4142368546 & 1.06744936838 & 43.1078753298 & 44.6348441623 & -1.16411666152 & 1776.97024816 & 3.24968015647 \\
GDS & 26222 & 9.86 & 1.614 & 4.62 & 0.1 & 11.18 & 0.03 & 0.0031 & 42.2541066595 & 44.7613965617 & 1.41460907546 & 42.9531421576 & 44.441427697 & -1.35753312682 & 1776.97203644 & 3.24968059352 \\
EGS & 25003 & 9.61346 & 1.615 & 4.62 & 0.2 & 11.1 & 0.038 & 0.0194 & 42.9705466956 & 44.6742368546 & 1.32744936838 & 43.1960153298 & 44.7450191623 & -1.05394166152 & 1776.97474015 & 3.24968125432 \\
GDS & 26736 & 10.35 & 1.615 & 5.28 & 0.1 & 11.42 & 0.117 & 0.0031 & 42.4941066595 & 45.0013965617 & 1.65460907546 & 43.0345021576 & 44.543127697 & -1.25583312682 & 1776.97474015 & 3.24968125432 \\
EGS & 21275 & 10.03 & 1.615 & 5.28 & 0.4 & 11.46 & 0.138 & 0.0916 & 44.0046404394 & 45.0010220912 & 1.65423460501 & 43.5465731089 & 45.1832163862 & -0.615744437611 & 1776.97474015 & 3.24968125432 \\
UDS & 6393 & 9.27415784926 & 1.615 & 5.9400001 & 0.2 & 11.3 & 0.077 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 & 1776.97474015 & 3.24968125432 \\
COS & 14373 & 10.576 & 1.615 & 5.94 & 0.6 & 11.59 & 0.136 & 0.2166 & 44.508403418 & 45.0667285329 & 1.71994104668 & 43.7173487587 & 45.3966859484 & -0.40227487542 & 1776.97474015 & 3.24968125432 \\
GDS & 10612 & 9.12 & 1.616 & 3.96 & 0.2 & 10.55 & 0.013 & 0.0194 & 42.4205466956 & 44.1242368546 & 0.777449368377 & 43.0095653298 & 44.5119566623 & -1.28700416152 & 1776.97709849 & 3.2496818307 \\
UDS & 23355 & 10.0755469614 & 1.616 & 5.2800002 & 0.2 & 11.2 & 0.061 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 & 1776.97709849 & 3.2496818307 \\
EGS & 16960 & 9.87754 & 1.617 & 5.28 & 0.16 & 11.19 & 0.059 & 0.011296 & 42.8256696494 & 44.7678112569 & 1.42102377065 & 43.1469020111 & 44.6836275139 & -1.11533330986 & 1776.97911211 & 3.24968232283 \\
GDS & 26637 & 10.73 & 1.617 & 4.62 & 0.6 & 11.52 & 0.574 & 0.2166 & 44.438403418 & 44.9967285329 & 1.64994104668 & 43.6936187587 & 45.3670234484 & -0.43193737542 & 1776.97911211 & 3.24968232283 \\
EGS & 21314 & 10.3103 & 1.617 & 5.28 & 0.1 & 11.3 & 0.057 & 0.0031 & 42.3741066595 & 44.8813965617 & 1.53460907546 & 42.9938221576 & 44.492277697 & -1.30668312682 & 1776.97911211 & 3.24968232283 \\
UDS & 25488 & 11.0086001718 & 1.618 & 6.5999999 & 0.6 & 11.41 & 0.293 & 0.2166 & 44.328403418 & 44.8867285329 & 1.53994104668 & 43.6563287587 & 45.3204109484 & -0.47854987542 & 1776.98078165 & 3.24968273086 \\
