\begin{table}
\begin{tabular}{cccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & sSFR & dist_MS & dist_MS_lin \\
COS & 15942 & 10.9392 & 1.947 & 4.62 & 0.2 & 11.45 & 0.154 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 & -9.26175063162 & -10.6499193554 & -10.3119432582 \\
COS & 5274 & 11.1155 & 1.9477 & 5.94 & 0.2 & 11.41 & 0.213 & 0.0194 & 43.2805466956 & 44.9842368546 & 1.63744936838 & 43.3011053298 & 44.8763816623 & -0.922579161519 & -9.47805063162 & -10.8662193554 & -10.5282432582 \\
EGS & 18424 & 10.6351 & 1.948 & 5.28 & 0.2 & 11.28 & 0.103 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 & -9.12765063162 & -10.5158193554 & -10.1778432582 \\
UDS & 25233 & 9.88252453795 & 1.948 & 5.2800002 & 0.2 & 10.92 & 0.046 & 0.0194 & 42.7905466956 & 44.4942368546 & 1.14744936838 & 43.1349953298 & 44.6687441623 & -1.13021666152 & -8.73507516957 & -10.1232438933 & -9.78526779614 \\
EGS & 18166 & 9.68912 & 1.948 & 5.28 & 0.4 & 10.77 & 0.029 & 0.0916 & 43.3146404394 & 44.3110220912 & 0.964234605014 & 43.3126631089 & 44.8908288862 & -0.908131937611 & -8.72488539499 & -10.1130541187 & -9.77507802156 \\
UDS & 16645 & 10.2671717284 & 1.948 & 9.2399998 & 0.2 & 10.98 & 0.056 & 0.0194 & 42.8505466956 & 44.5542368546 & 1.20744936838 & 43.1553353298 & 44.6941691623 & -1.10479166152 & -9.05972236002 & -10.4478910838 & -10.1099149866 \\
EGS & 1937 & 10.1188 & 1.948 & 5.28 & 0.2 & 10.77 & 0.033 & 0.0194 & 42.6405466956 & 44.3442368546 & 0.997449368377 & 43.0841453298 & 44.6051816623 & -1.19377916152 & -9.12135063162 & -10.5095193554 & -10.1715432582 \\
EGS & 18756 & 9.97516 & 1.949 & 5.94 & 0.4 & 10.73 & 0.029 & 0.0916 & 43.2746404394 & 44.2710220912 & 0.924234605014 & 43.2991031089 & 44.8738788862 & -0.925081937611 & -9.05092539499 & -10.4390941187 & -10.1011180216 \\
COS & 7874 & 10.6545 & 1.949 & 5.94 & 0.5 & 11.64 & 0.188 & 0.1475 & 44.391536986 & 45.1534393534 & 1.80665186713 & 43.6777310383 & 45.3471637978 & -0.451797025969 & -8.84784813287 & -10.2360168566 & -9.89804075944 \\
EGS & 5496 & 10.3801 & 1.95 & 5.28 & 0.2 & 11.02 & 0.063 & 0.0194 & 42.8905466956 & 44.5942368546 & 1.24744936838 & 43.1688953298 & 44.7111191623 & -1.08784166152 & -9.13265063162 & -10.5208193554 & -10.1828432582 \\
COS & 18601 & 11.1024 & 1.95 & 5.28 & 0.1 & 11.37 & 0.206 & 0.0031 & 42.4441066595 & 44.9513965617 & 1.60460907546 & 43.0175521576 & 44.521940197 & -1.27702062682 & -9.49779092454 & -10.8859596483 & -10.5479835511 \\
COS & 449 & 9.78335 & 1.9517 & 4.62 & 0.3 & 11.51 & 0.078 & 0.0489 & 43.7820538248 & 45.0709711474 & 1.72418366114 & 43.4711162466 & 45.0888953083 & -0.710065515524 & -8.05916633886 & -9.44733506261 & -9.10935896543 \\
COS & 20243 & 10.928 & 1.953 & 5.94 & 0.2 & 11.62 & 0.223 & 0.0194 & 43.4905466956 & 45.1942368546 & 1.84744936838 & 43.3722953298 & 44.9653691623 & -0.833591661519 & -9.08055063162 & -10.4687193554 & -10.1307432582 \\
EGS & 12140 & 10.7387 & 1.953 & 5.94 & 0.2 & 11.74 & 0.288 & 0.0194 & 43.6105466956 & 45.3142368546 & 1.96744936838 & 43.4129753298 & 45.0162191623 & -0.782741661519 & -8.77125063162 & -10.1594193554 & -9.82144325819 \\
UDS & 23418 & 10.9818186072 & 1.953 & 4.6199999 & 0.4 & 11.52 & 0.159 & 0.0916 & 44.0646404394 & 45.0610220912 & 1.71423460501 & 43.5669131089 & 45.2086413862 & -0.590319437611 & -9.26758400219 & -10.6557527259 & -10.3177766288 \\
GDS & 11557 & 9.88 & 1.953 & 4.62 & 0.2 & 11.28 & 0.101 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 & -8.37255063162 & -9.76071935537 & -9.42274325819 \\
COS & 23554 & 10.7079 & 1.9532 & 5.28 & 0.2 & 11.47 & 0.136 & 0.0194 & 43.3405466956 & 45.0442368546 & 1.69744936838 & 43.3214453298 & 44.9018066623 & -0.897154161519 & -9.01045063162 & -10.3986193554 & -10.0606432582 \\
EGS & 22356 & 10.5512 & 1.955 & 5.28 & 0.2 & 11.64 & 0.109 & 0.0194 & 43.5105466956 & 45.2142368546 & 1.86744936838 & 43.3790753298 & 44.9738441623 & -0.825116661519 & -8.68375063162 & -10.0719193554 & -9.73394325819 \\
UDS & 15805 & 9.96614173274 & 1.9562 & 3.96 & 0.4 & 11.61 & 0.15 & 0.0916 & 44.1546404394 & 45.1510220912 & 1.80423460501 & 43.5974231089 & 45.2467788862 & -0.552181937611 & -8.16190712773 & -9.55007585148 & -9.2120997543 \\
EGS & 28180 & 10.768 & 1.958 & 5.28 & 0.2 & 11.8 & 0.334 & 0.0194 & 43.6705466956 & 45.3742368546 & 2.02744936838 & 43.4333153298 & 45.0416441623 & -0.757316661519 & -8.74055063162 & -10.1287193554 & -9.79074325819 \\
GDS & 25353 & 10.74 & 1.958 & 8.58 & 0.2 & 11.62 & 0.221 & 0.0194 & 43.4905466956 & 45.1942368546 & 1.84744936838 & 43.3722953298 & 44.9653691623 & -0.833591661519 & -8.89255063162 & -10.2807193554 & -9.94274325819 \\
EGS & 2848 & 10.5639 & 1.958 & 4.62 & 0.2 & 11.45 & 0.164 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 & -8.88645063162 & -10.2746193554 & -9.93664325819 \\
GDS & 25746 & 10.18 & 1.958 & 5.28 & 0.2 & 11.2 & 0.084 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 & -8.75255063162 & -10.1407193554 & -9.80274325819 \\
COS & 2014 & 10.2021 & 1.9586 & 4.62 & 0.4 & 11.3 & 0.107 & 0.0916 & 43.8446404394 & 44.8410220912 & 1.49423460501 & 43.4923331089 & 45.1154163862 & -0.683544437611 & -8.70786539499 & -10.0960341187 & -9.75805802156 \\
EGS & 11869 & 11.2535 & 1.959 & 5.28 & 0.28 & 11.34 & 0.149 & 0.041944 & 43.5454148104 & 44.9041358608 & 1.55734837454 & 43.3908956207 & 44.9886195259 & -0.810341297883 & -9.69615162546 & -11.0843203492 & -10.746344252 \\
UDS & 24169 & 11.2430380487 & 1.959 & 6.5999999 & 0.3 & 11.74 & 0.265 & 0.0489 & 44.0120538248 & 45.3009711474 & 1.95418366114 & 43.5490862466 & 45.1863578083 & -0.612603015524 & -9.28885438756 & -10.6770231113 & -10.3390470141 \\
GDS & 19319 & 9.93 & 1.96 & 6.6 & 0.2 & 10.8 & 0.037 & 0.0194 & 42.6705466956 & 44.3742368546 & 1.02744936838 & 43.0943153298 & 44.6178941623 & -1.18106666152 & -8.90255063162 & -10.2907193554 & -9.95274325819 \\
EGS & 25701 & 10.2908 & 1.96 & 7.26 & 0.2 & 11.15 & 0.075 & 0.0194 & 43.0205466956 & 44.7242368546 & 1.37744936838 & 43.2129653298 & 44.7662066623 & -1.03275416152 & -8.91335063162 & -10.3015193554 & -9.96354325819 \\
EGS & 22285 & 10.6915 & 1.961 & 5.94 & 0.2 & 11.59 & 0.206 & 0.0194 & 43.4605466956 & 45.1642368546 & 1.81744936838 & 43.3621253298 & 44.9526566623 & -0.846304161519 & -8.87405063162 & -10.2622193554 & -9.92424325819 \\
EGS & 23070 & 10.0575 & 1.961 & 7.26 & 0.2 & 11.07 & 0.061 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 & -8.76005063162 & -10.1482193554 & -9.81024325819 \\
COS & 11304 & 10.8674 & 1.962 & 5.28 & 0.1 & 11.63 & 0.258 & 0.0031 & 42.7041066595 & 45.2113965617 & 1.86460907546 & 43.1056921576 & 44.632115197 & -1.16684562682 & -9.00279092454 & -10.3909596483 & -10.0529835511 \\
GDS & 20905 & 9.87 & 1.9621 & 5.28 & 0.28 & 10.5 & 0.021 & 0.041944 & 42.7054148104 & 44.0641358608 & 0.717348374537 & 43.1061356207 & 44.6326695259 & -1.16629129788 & -9.15265162546 & -10.5408203492 & -10.202844252 \\
GDS & 20834 & 9.54 & 1.9622 & 5.94 & 0.4 & 10.34 & 0.013 & 0.0916 & 42.8846404394 & 43.8810220912 & 0.534234605014 & 43.1668931089 & 44.7086163862 & -1.09034443761 & -9.00576539499 & -10.3939341187 & -10.0559580216 \\
COS & 4834 & 10.5564 & 1.9631 & 5.94 & 0.2 & 11.51 & 0.148 & 0.0194 & 43.3805466956 & 45.0842368546 & 1.73744936838 & 43.3350053298 & 44.9187566623 & -0.880204161519 & -8.81895063162 & -10.2071193554 & -9.86914325819 \\
EGS & 17502 & 10.5905 & 1.965 & 5.94 & 0.2 & 11.46 & 0.155 & 0.0194 & 43.3305466956 & 45.0342368546 & 1.68744936838 & 43.3180553298 & 44.8975691623 & -0.901391661519 & -8.90305063162 & -10.2912193554 & -9.95324325819 \\
EGS & 23679 & 10.0385 & 1.965 & 3.96 & 0.2 & 11.54 & 0.187 & 0.0194 & 43.4105466956 & 45.1142368546 & 1.76744936838 & 43.3451753298 & 44.9314691623 & -0.867491661519 & -8.27105063162 & -9.65921935537 & -9.32124325819 \\
UDS & 3876 & 10.6263403674 & 1.966 & 5.9400001 & 0.3 & 11.77 & 0.116 & 0.0489 & 44.0420538248 & 45.3309711474 & 1.98418366114 & 43.5592562466 & 45.1990703083 & -0.599890515524 & -8.64215670626 & -10.03032543 & -9.69234933283 \\
GDS & 16832 & 9.84 & 1.967 & 4.62 & 0.2 & 10.76 & 0.031 & 0.0194 & 42.6305466956 & 44.3342368546 & 0.987449368377 & 43.0807553298 & 44.6009441623 & -1.19801666152 & -8.85255063162 & -10.2407193554 & -9.90274325819 \\
EGS & 9182 & 9.92126 & 1.968 & 5.94 & 0.2 & 10.8 & 0.034 & 0.0194 & 42.6705466956 & 44.3742368546 & 1.02744936838 & 43.0943153298 & 44.6178941623 & -1.18106666152 & -8.89381063162 & -10.2819793554 & -9.94400325819 \\
UDS & 20543 & 10.1003705451 & 1.968 & 6.5999999 & 1.0 & 10.97 & 0.071 & 0.625 & 44.348624983 & 44.1267762334 & 0.779988747194 & 43.6631838692 & 45.3289798366 & -0.469980987228 & -9.32038179791 & -10.7085505217 & -10.3705744245 \\
GDS & 2287 & 10.19 & 1.968 & 5.28 & 0.2 & 11.18 & 0.087 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 & -8.78255063162 & -10.1707193554 & -9.83274325819 \\
EGS & 17893 & 10.1923 & 1.968 & 10.56 & 0.2 & 11.39 & 0.078 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 & -8.57485063162 & -9.96301935537 & -9.62504325819 \\
EGS & 30667 & 10.7303 & 1.969 & 5.28 & 0.2 & 11.68 & 0.225 & 0.0194 & 43.5505466956 & 45.2542368546 & 1.90744936838 & 43.3926353298 & 44.9907941623 & -0.808166661519 & -8.82285063162 & -10.2110193554 & -9.87304325819 \\
EGS & 11354 & 10.2227 & 1.969 & 7.26 & 0.3 & 11.62 & 0.178 & 0.0489 & 43.8920538248 & 45.1809711474 & 1.83418366114 & 43.5084062466 & 45.1355078083 & -0.663453015524 & -8.38851633886 & -9.77668506261 & -9.43870896543 \\
UDS & 24104 & 9.76789761602 & 1.97 & 3.96 & 0.4 & 11.31 & 0.08 & 0.0916 & 43.8546404394 & 44.8510220912 & 1.50423460501 & 43.4957231089 & 45.1196538862 & -0.679306937611 & -8.26366301101 & -9.65183173476 & -9.31385563758 \\
COS & 6135 & 11.3112 & 1.97 & 5.94 & 0.3 & 12.35 & 0.621 & 0.0489 & 44.6220538248 & 45.9109711474 & 2.56418366114 & 43.7558762466 & 45.4448453083 & -0.354115515524 & -8.74701633886 & -10.1351850626 & -9.79720896543 \\
UDS & 7521 & 10.1875207208 & 1.971 & 7.2600002 & 0.2 & 11.06 & 0.053 & 0.0194 & 42.9305466956 & 44.6342368546 & 1.28744936838 & 43.1824553298 & 44.7280691623 & -1.07089166152 & -8.90007135242 & -10.2882400762 & -9.95026397899 \\
UDS & 2134 & 10.611723308 & 1.971 & 5.9400001 & 0.2 & 11.79 & 0.28 & 0.0194 & 43.6605466956 & 45.3642368546 & 2.01744936838 & 43.4299253298 & 45.0374066623 & -0.761554161519 & -8.59427393962 & -9.98244266337 & -9.64446656619 \\
UDS & 17017 & 11.1673173347 & 1.973 & 5.9400001 & 0.4 & 11.7 & 0.329 & 0.0916 & 44.2446404394 & 45.2410220912 & 1.89423460501 & 43.6279331089 & 45.2849163862 & -0.514044437611 & -9.27308272969 & -10.6612514534 & -10.3232753563 \\
GDS & 20510 & 11.1 & 1.973 & 7.26 & 0.3 & 11.29 & 0.192 & 0.0489 & 43.5620538248 & 44.8509711474 & 1.50418366114 & 43.3965362466 & 44.9956703083 & -0.803290515524 & -9.59581633886 & -10.9839850626 & -10.6460089654 \\
COS & 15966 & 10.1703 & 1.9735 & 9.24 & 0.8 & 10.96 & 0.061 & 0.3944 & 44.138681872 & 44.3249308322 & 0.978143345959 & 43.5920131546 & 45.2400164432 & -0.558944380546 & -9.19215665404 & -10.5803253778 & -10.2423492806 \\
EGS & 30780 & 10.4687 & 1.974 & 5.28 & 0.1 & 11.0 & 0.056 & 0.0031 & 42.0741066595 & 44.5813965617 & 1.23460907546 & 42.8921221576 & 44.365152697 & -1.43380812682 & -9.23409092454 & -10.6222596483 & -10.2842835511 \\
EGS & 2206 & 10.5262 & 1.975 & 5.28 & 0.2 & 11.13 & 0.072 & 0.0194 & 43.0005466956 & 44.7042368546 & 1.35744936838 & 43.2061853298 & 44.7577316623 & -1.04122916152 & -9.16875063162 & -10.5569193554 & -10.2189432582 \\
EGS & 20931 & 10.0403 & 1.975 & 5.28 & 0.4 & 10.95 & 0.044 & 0.0916 & 43.4946404394 & 44.4910220912 & 1.14423460501 & 43.3736831089 & 44.9671038862 & -0.831856937611 & -8.89606539499 & -10.2842341187 & -9.94625802156 \\
UDS & 23054 & 9.72835378202 & 1.975 & 4.6199999 & 0.2 & 11.08 & 0.065 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 & -8.42090441364 & -9.80907313739 & -9.47109704021 \\
COS & 10357 & 9.8722 & 1.976 & 5.94 & 0.2 & 11.08 & 0.054 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 & -8.56475063162 & -9.95291935537 & -9.61494325819 \\
EGS & 3550 & 10.1901 & 1.977 & 6.6 & 0.2 & 11.97 & 0.137 & 0.0194 & 43.8405466956 & 45.5442368546 & 2.19744936838 & 43.4909453298 & 45.1136816623 & -0.685279161519 & -7.99265063162 & -9.38081935537 & -9.04284325819 \\
EGS & 9301 & 9.81706 & 1.977 & 3.5 & 0.3 & 11.66 & 0.054 & 0.0489 & 43.9320538248 & 45.2209711474 & 1.87418366114 & 43.5219662466 & 45.1524578083 & -0.646503015524 & -7.94287633886 & -9.33104506261 & -8.99306896543 \\
GDS & 15012 & 10.22 & 1.978 & 4.62 & 0.3 & 11.62 & 0.091 & 0.0489 & 43.8920538248 & 45.1809711474 & 1.83418366114 & 43.5084062466 & 45.1355078083 & -0.663453015524 & -8.38581633886 & -9.77398506261 & -9.43600896543 \\
GDS & 21391 & 10.52 & 1.978 & 5.28 & 0.2 & 11.61 & 0.19 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 & -8.68255063162 & -10.0707193554 & -9.73274325819 \\
EGS & 9835 & 10.9033 & 1.979 & 7.92 & 0.2 & 12.14 & 0.402 & 0.0194 & 44.0105466956 & 45.7142368546 & 2.36744936838 & 43.5485753298 & 45.1857191623 & -0.613241661519 & -8.53585063162 & -9.92401935537 & -9.58604325819 \\
UDS & 1819 & 10.2504200023 & 1.979 & 8.5799999 & 0.2 & 11.33 & 0.11 & 0.0194 & 43.2005466956 & 44.9042368546 & 1.55744936838 & 43.2739853298 & 44.8424816623 & -0.956479161519 & -8.69297063392 & -10.0811393577 & -9.74316326049 \\
COS & 16246 & 10.6773 & 1.979 & 5.28 & 0.3 & 12.38 & 0.604 & 0.0489 & 44.6520538248 & 45.9409711474 & 2.59418366114 & 43.7660462466 & 45.4575578083 & -0.341403015524 & -8.08311633886 & -9.47128506261 & -9.13330896543 \\
EGS & 14319 & 10.2079 & 1.98 & 5.28 & 0.2 & 11.32 & 0.115 & 0.0194 & 43.1905466956 & 44.8942368546 & 1.54744936838 & 43.2705953298 & 44.8382441623 & -0.960716661519 & -8.66045063162 & -10.0486193554 & -9.71064325819 \\
EGS & 25725 & 9.90965 & 1.981 & 4.62 & 0.2 & 11.43 & 0.027 & 0.0194 & 43.3005466956 & 45.0042368546 & 1.65744936838 & 43.3078853298 & 44.8848566623 & -0.914104161519 & -8.25220063162 & -9.64036935537 & -9.30239325819 \\
UDS & 2452 & 10.5728716022 & 1.982 & 5.9400001 & 0.2 & 11.65 & 0.207 & 0.0194 & 43.5205466956 & 45.2242368546 & 1.87744936838 & 43.3824653298 & 44.9780816623 & -0.820879161519 & -8.69542223382 & -10.0835909576 & -9.74561486039 \\
COS & 87 & 10.7722 & 1.982 & 4.62 & 1.0 & 11.48 & 0.293 & 0.625 & 44.858624983 & 44.6367762334 & 1.28998874719 & 43.8360738692 & 45.5450923366 & -0.253868487228 & -9.48221125281 & -10.8703799766 & -10.5324038794 \\
GDS & 25873 & 10.62 & 1.982 & 5.94 & 0.3 & 11.97 & 0.281 & 0.0489 & 44.2420538248 & 45.5309711474 & 2.18418366114 & 43.6270562466 & 45.2838203083 & -0.515140515524 & -8.43581633886 & -9.82398506261 & -9.48600896543 \\
UDS & 4247 & 10.4099331233 & 1.984 & 6.5999999 & 0.3 & 11.49 & 0.084 & 0.0489 & 43.7620538248 & 45.0509711474 & 1.70418366114 & 43.4643362466 & 45.0804203083 & -0.718540515524 & -8.70574946216 & -10.0939181859 & -9.75594208873 \\
UDS & 24697 & 10.9556877503 & 1.984 & 5.9400001 & 0.1 & 11.73 & 0.261 & 0.0031 & 42.8041066595 & 45.3113965617 & 1.96460907546 & 43.1395921576 & 44.674490197 & -1.12447062682 & -8.99107867484 & -10.3792473986 & -10.0412713014 \\
EGS & 18733 & 9.89867 & 1.985 & 5.28 & 0.2 & 10.89 & 0.044 & 0.0194 & 42.7605466956 & 44.4642368546 & 1.11744936838 & 43.1248253298 & 44.6560316623 & -1.14292916152 & -8.78122063162 & -10.1693893554 & -9.83141325819 \\
COS & 5719 & 10.7072 & 1.9852 & 6.6 & 0.8 & 12.12 & 0.148 & 0.3944 & 45.298681872 & 45.4849308322 & 2.13814334596 & 43.9852531546 & 45.7315664432 & -0.0673943805458 & -8.56905665404 & -9.95722537779 & -9.61924928061 \\
GDS & 10130 & 10.01 & 1.986 & 5.28 & 0.2 & 11.18 & 0.08 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 & -8.60255063162 & -9.99071935537 & -9.65274325819 \\
UDS & 15326 & 10.0899051114 & 1.986 & 5.2800002 & 0.2 & 11.29 & 0.089 & 0.0194 & 43.1605466956 & 44.8642368546 & 1.51744936838 & 43.2604253298 & 44.8255316623 & -0.973429161519 & -8.57245574302 & -9.96062446677 & -9.62264836959 \\
EGS & 302 & 10.0532 & 1.987 & 6.6 & 0.2 & 11.21 & 0.085 & 0.0194 & 43.0805466956 & 44.7842368546 & 1.43744936838 & 43.2333053298 & 44.7916316623 & -1.00732916152 & -8.61575063162 & -10.0039193554 & -9.66594325819 \\
EGS & 8842 & 10.896 & 1.987 & 5.94 & 0.3 & 12.44 & 0.478 & 0.0489 & 44.7120538248 & 46.0009711474 & 2.65418366114 & 43.7863862466 & 45.4829828083 & -0.315978015524 & -8.24181633886 & -9.62998506261 & -9.29200896543 \\
UDS & 24551 & 10.5998830721 & 1.988 & 4.6199999 & 0.4 & 11.37 & 0.079 & 0.0916 & 43.9146404394 & 44.9110220912 & 1.56423460501 & 43.5160631089 & 45.1450788862 & -0.653881937611 & -9.03564846709 & -10.4238171908 & -10.0858410937 \\
EGS & 6348 & 10.062 & 1.989 & 5.94 & 0.2 & 11.44 & 0.029 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 & -8.39455063162 & -9.78271935537 & -9.44474325819 \\
EGS & 24351 & 10.4886 & 1.99 & 8.58 & 0.2 & 11.58 & 0.172 & 0.0194 & 43.4505466956 & 45.1542368546 & 1.80744936838 & 43.3587353298 & 44.9484191623 & -0.850541661519 & -8.68115063162 & -10.0693193554 & -9.73134325819 \\
EGS & 1507 & 10.5681 & 1.99 & 8.58 & 0.2 & 11.56 & 0.189 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 & -8.78065063162 & -10.1688193554 & -9.83084325819 \\
COS & 9758 & 11.1451 & 1.99 & 10.56 & 0.2 & 11.38 & 0.14 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 & -9.53765063162 & -10.9258193554 & -10.5878432582 \\
EGS & 9665 & 10.4379 & 1.99 & 7.92 & 0.8 & 12.21 & 0.403 & 0.3944 & 45.388681872 & 45.5749308322 & 2.22814334596 & 44.0157631546 & 45.7697039432 & -0.0292568805458 & -8.20975665404 & -9.59792537779 & -9.25994928061 \\
GDS & 14447 & 10.16 & 1.99 & 5.28 & 0.3 & 10.98 & 0.053 & 0.0489 & 43.2520538248 & 44.5409711474 & 1.19418366114 & 43.2914462466 & 44.8643078083 & -0.934653015524 & -8.96581633886 & -10.3539850626 & -10.0160089654 \\
UDS & 238 & 10.4814426285 & 1.991 & 7.9200001 & 0.3 & 11.9 & 0.177 & 0.0489 & 44.1720538248 & 45.4609711474 & 2.11418366114 & 43.6033262466 & 45.2541578083 & -0.544803015524 & -8.36725896736 & -9.75542769111 & -9.41745159393 \\
EGS & 13234 & 10.1142 & 1.993 & 9.24 & 0.2 & 11.13 & 0.062 & 0.0194 & 43.0005466956 & 44.7042368546 & 1.35744936838 & 43.2061853298 & 44.7577316623 & -1.04122916152 & -8.75675063162 & -10.1449193554 & -9.80694325819 \\
GDS & 11160 & 9.89 & 1.993 & 3.5 & 0.2 & 11.26 & 0.08 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 & -8.40255063162 & -9.79071935537 & -9.45274325819 \\
GDS & 18068 & 10.25 & 1.994 & 5.28 & 0.2 & 11.56 & 0.045 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 & -8.46255063162 & -9.85071935537 & -9.51274325819 \\
EGS & 26210 & 10.1749 & 1.994 & 5.28 & 0.4 & 11.22 & 0.088 & 0.0916 & 43.7646404394 & 44.7610220912 & 1.41423460501 & 43.4652131089 & 45.0815163862 & -0.717444437611 & -8.76066539499 & -10.1488341187 & -9.81085802156 \\
UDS & 549 & 10.5809249757 & 1.994 & 5.9400001 & 0.2 & 11.55 & 0.17 & 0.0194 & 43.4205466956 & 45.1242368546 & 1.77744936838 & 43.3485653298 & 44.9357066623 & -0.863254161519 & -8.80347560732 & -10.1916443311 & -9.85366823389 \\
EGS & 6521 & 10.7383 & 1.995 & 5.28 & 0.2 & 11.63 & 0.168 & 0.0194 & 43.5005466956 & 45.2042368546 & 1.85744936838 & 43.3756853298 & 44.9696066623 & -0.829354161519 & -8.88085063162 & -10.2690193554 & -9.93104325819 \\
COS & 19645 & 10.9399 & 1.995 & 3.5 & 0.2 & 11.63 & 0.144 & 0.0194 & 43.5005466956 & 45.2042368546 & 1.85744936838 & 43.3756853298 & 44.9696066623 & -0.829354161519 & -9.08245063162 & -10.4706193554 & -10.1326432582 \\
GDS & 11240 & 11.07 & 1.995 & 5.28 & 0.2 & 11.93 & 0.435 & 0.0194 & 43.8005466956 & 45.5042368546 & 2.15744936838 & 43.4773853298 & 45.0967316623 & -0.702229161519 & -8.91255063162 & -10.3007193554 & -9.96274325819 \\
GDS & 18595 & 10.79 & 1.995 & 5.28 & 0.3 & 11.75 & 0.056 & 0.0489 & 44.0220538248 & 45.3109711474 & 1.96418366114 & 43.5524762466 & 45.1905953083 & -0.608365515524 & -8.82581633886 & -10.2139850626 & -9.87600896543 \\
EGS & 147 & 10.5675 & 1.995 & 5.28 & 0.5 & 11.73 & 0.198 & 0.1475 & 44.481536986 & 45.2434393534 & 1.89665186713 & 43.7082410383 & 45.3853012978 & -0.413659525969 & -8.67084813287 & -10.0590168566 & -9.72104075944 \\
UDS & 15396 & 10.5037906831 & 1.995 & 5.2800002 & 0.2 & 11.76 & 0.244 & 0.0194 & 43.6305466956 & 45.3342368546 & 1.98744936838 & 43.4197553298 & 45.0246941623 & -0.774266661519 & -8.51634131472 & -9.90451003847 & -9.56653394129 \\
UDS & 14244 & 10.4199557485 & 1.995 & 5.2800002 & 0.2 & 11.51 & 0.163 & 0.0194 & 43.3805466956 & 45.0842368546 & 1.73744936838 & 43.3350053298 & 44.9187566623 & -0.880204161519 & -8.68250638012 & -10.0706751039 & -9.73269900669 \\
GDS & 1239 & 10.34 & 1.996 & 6.6 & 0.2 & 11.16 & 0.075 & 0.0194 & 43.0305466956 & 44.7342368546 & 1.38744936838 & 43.2163553298 & 44.7704441623 & -1.02851666152 & -8.95255063162 & -10.3407193554 & -10.0027432582 \\
EGS & 2935 & 10.3927 & 1.997 & 5.28 & 0.2 & 11.31 & 0.111 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 & -8.85525063162 & -10.2434193554 & -9.90544325819 \\
COS & 16755 & 10.5218 & 1.997 & 5.28 & 0.3 & 11.38 & 0.111 & 0.0489 & 43.6520538248 & 44.9409711474 & 1.59418366114 & 43.4270462466 & 45.0338078083 & -0.765153015524 & -8.92761633886 & -10.3157850626 & -9.97780896543 \\
UDS & 8499 & 10.5185139399 & 1.998 & 3.96 & 0.2 & 11.37 & 0.123 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 & -8.92106457152 & -10.3092332953 & -9.97125719809 \\
GDS & 12624 & 10.72 & 1.998 & 3.96 & 0.2 & 11.92 & 0.41 & 0.0194 & 43.7905466956 & 45.4942368546 & 2.14744936838 & 43.4739953298 & 45.0924941623 & -0.706466661519 & -8.57255063162 & -9.96071935537 & -9.62274325819 \\
